code,level,processed_code
"keuzes is 1,2,3,4,5,regenworm
punten is 0
worp is keuzes at random
print 'je gooide een ' worp
if worp is regenworm punten is punten + 5 else punten is punten + worp
keuzes is 1,2,3,4,5,regenworm
punten is 0
worp is keuzes at random
print 'je gooide een ' worp
if worp is regenworm punten is punten + 5 else punten is punten + worp
keuzes is 1,2,3,4,5,regenworm
punten is 0
worp is keuzes at random
print 'je gooide een ' worp
if worp is regenworm punten is punten + 5 else punten is punten + worp
keuzes is 1,2,3,4,5,regenworm
punten is 0
worp is keuzes at random
print 'je gooide een ' worp
if worp is regenworm punten is punten + 5 else punten is punten + worp
keuzes is 1,2,3,4,5,regenworm
punten is 0
worp is keuzes at random
print 'je gooide een ' worp
if worp is regenworm punten is punten + 5 else punten is punten + worp
keuzes is 1,2,3,4,5,regenworm
punten is 0
worp is keuzes at random
print 'je gooide een ' worp
if worp is regenworm punten is punten + 5 else punten is punten + worp
keuzes is 1,2,3,4,5,regenworm
punten is 0
worp is keuzes at random
print 'je gooide een ' worp
if worp is regenworm punten is punten + 5 else punten is punten + worp
keuzes is 1,2,3,4,5,regenworm
punten is 0
worp is keuzes at random
print 'je gooide een ' worp
if worp is regenworm punten is punten + 5 else punten is punten + worp
keuzes is 1,2,3,4,5,regenworm
punten is 0
worp is keuzes at random
print 'je gooide een ' worp
if worp is regenworm punten is punten + 5 else punten is punten + worp
keuzes is 1,2,3,4,5,regenworm
punten is 0
worp is keuzes at random
print 'je gooide een ' worp
if worp is regenworm punten is punten + 5 else punten is punten + worp
keuzes is 1,2,3,4,5,regenworm
punten is 0
worp is keuzes at random
print 'je gooide een ' worp
if worp is regenworm punten is punten + 5 else punten is punten + worp
keuzes is 1,2,3,4,5,regenworm
punten is 0
worp is keuzes at random
print 'je gooide een ' worp
if worp is regenworm punten is punten + 5 else punten is punten + worp
keuzes is 1,2,3,4,5,regenworm
punten is 0
worp is keuzes at random
print 'je gooide een ' worp
if worp is regenworm punten is punten + 5 else punten is punten + worp
keuzes is 1,2,3,4,5,regenworm
punten is 0
worp is keuzes at random
print 'je gooide een ' worp
if worp is regenworm punten is punten + 5 else punten is punten + worp
keuzes is 1,2,3,4,5,regenworm
punten is 0
worp is keuzes at random
print 'je gooide een ' worp
if worp is regenworm punten is punten + 5 else punten is punten + worp
keuzes is 1,2,3,4,5,regenworm
punten is 0
worp is keuzes at random
print 'je gooide een ' worp
if worp is regenworm punten is punten + 5 else punten is punten + worp
keuzes is 1,2,3,4,5,regenworm
punten is 0
worp is keuzes at random
print 'je gooide een ' worp
if worp is regenworm punten is punten + 5 else punten is punten + worp
keuzes is 1,2,3,4,5,regenworm
punten is 0
worp is keuzes at random
print 'je gooide een ' worp
if worp is regenworm punten is punten + 5 else punten is punten + worp",6,% % % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % is % % % % % is % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % if % % % % is % % % % % % % % % % % % % % % is % % % % % % +% else % % % % % % is % % % % % % +% % % % % % % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % is % % % % % is % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % if % % % % is % % % % % % % % % % % % % % % is % % % % % % +% else % % % % % % is % % % % % % +% % % % % % % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % is % % % % % is % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % if % % % % is % % % % % % % % % % % % % % % is % % % % % % +% else % % % % % % is % % % % % % +% % % % % % % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % is % % % % % is % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % if % % % % is % % % % % % % % % % % % % % % is % % % % % % +% else % % % % % % is % % % % % % +% % % % % % % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % is % % % % % is % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % if % % % % is % % % % % % % % % % % % % % % is % % % % % % +% else % % % % % % is % % % % % % +% % % % % % % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % is % % % % % is % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % if % % % % is % % % % % % % % % % % % % % % is % % % % % % +% else % % % % % % is % % % % % % +% % % % % % % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % is % % % % % is % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % if % % % % is % % % % % % % % % % % % % % % is % % % % % % +% else % % % % % % is % % % % % % +% % % % % % % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % is % % % % % is % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % if % % % % is % % % % % % % % % % % % % % % is % % % % % % +% else % % % % % % is % % % % % % +% % % % % % % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % is % % % % % is % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % if % % % % is % % % % % % % % % % % % % % % is % % % % % % +% else % % % % % % is % % % % % % +% % % % % % % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % is % % % % % is % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % if % % % % is % % % % % % % % % % % % % % % is % % % % % % +% else % % % % % % is % % % % % % +% % % % % % % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % is % % % % % is % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % if % % % % is % % % % % % % % % % % % % % % is % % % % % % +% else % % % % % % is % % % % % % +% % % % % % % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % is % % % % % is % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % if % % % % is % % % % % % % % % % % % % % % is % % % % % % +% else % % % % % % is % % % % % % +% % % % % % % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % is % % % % % is % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % if % % % % is % % % % % % % % % % % % % % % is % % % % % % +% else % % % % % % is % % % % % % +% % % % % % % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % is % % % % % is % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % if % % % % is % % % % % % % % % % % % % % % is % % % % % % +% else % % % % % % is % % % % % % +% % % % % % % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % is % % % % % is % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % if % % % % is % % % % % % % % % % % % % % % is % % % % % % +% else % % % % % % is % % % % % % +% % % % % % % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % is % % % % % is % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % if % % % % is % % % % % % % % % % % % % % % is % % % % % % +% else % % % % % % is % % % % % % +% % % % % % % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % is % % % % % is % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % if % % % % is % % % % % % % % % % % % % % % is % % % % % % +% else % % % % % % is % % % % % % +% % % % % % % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % is % % % % % is % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % if % % % % is % % % % % % % % % % % % % % % is % % % % % % +% else % % % % % % is % % % % % % +% % % % 
"couplet is 1
print 'Ik heb het potje met vet'
print 'al op de tafel gezet'
print 'Ik heb het'
repeat 4 times print 'potje'
print 'veeeeeet'
print 'al op de tafel gezet'
couplet is couplet + 1
print 'Door naar het ' couplet 'e couplet'",6,% % % % % % % is % print % % % % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % print % % % % % % % % % % repeat % % % % % % print % % % % % % % print % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % is % % % % % % % +% print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % 
"couplet is 90
print 'Ik heb het potje met vet'
print 'al op de tafel gezet'
print 'Ik heb het'
repeat 4 times print 'potje'
print 'veeeeeet'
print 'al op de tafel gezet'
couplet is couplet + 1
print 'Door naar het ' couplet 'e couplet'",6,% % % % % % % is % % print % % % % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % print % % % % % % % % % % repeat % % % % % % print % % % % % % % print % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % is % % % % % % % +% print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % 
"couplet is 90
print 'Ik heb het potje met vet'
print 'al op de tafel gezet'
print 'Ik heb het'
repeat 4 times print 'potje'
print 'veeeeeet'
print 'al op de tafel gezet'
couplet is couplet + 1",6,% % % % % % % is % % print % % % % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % print % % % % % % % % % % repeat % % % % % % print % % % % % % % print % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % is % % % % % % % +% 
"l is ask pop die f in de chat voor juicewrld
if l is f repeat 1000 times print 'f' else print 'lol'",6,% is ask % % % % % % % % % % % % % % % % % % % % % % % % % % % % if % is % repeat % % % % % % % % % print % % % else print % % % % % 
"l is ask pop die f in de chat voor juicewrld
if l is f repeat 1000 times print 'f' else print 'lmao'",6,% is ask % % % % % % % % % % % % % % % % % % % % % % % % % % % % if % is % repeat % % % % % % % % % print % % % else print % % % % % % 
"l is ask pop die f in de chat voor juicewrld
if l is f repeat 1000 times print 'f' 
if l is rip repeat 1000 times print 'rip' else print 'lmao'",6,% is ask % % % % % % % % % % % % % % % % % % % % % % % % % % % % if % is % repeat % % % % % % % % % print % % % if % is % % % repeat % % % % % % % % % print % % % % % else print % % % % % % 
"l is ask pop die f in de chat of een sappige rip voor juicewrld
if l is f repeat 1000 times print 'f' 
if l is rip repeat 1000 times print 'rip' else print 'lmao'",6,% is ask % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % if % is % repeat % % % % % % % % % print % % % if % is % % % repeat % % % % % % % % % print % % % % % else print % % % % % % 
"keuzes is 1, 2, 3, 4, 5, regenworm
worp is keuzes at random
print 'je gooide ' worp
if worp is regenworm punten is punten + 5 else punten is punten + worp
print punten is",6,% % % % % % is % % % % % % % % % % % % % % % % % % % % % % % is % % % % % % % % % % % % % % print % % % % % % % % % % % % % % if % % % % is % % % % % % % % % % % % % % % is % % % % % % +% else % % % % % % is % % % % % % +% % % % print % % % % % % is 
"keuzes is 1, 2, 3, 4, 5, regenworm
worp is keuzes at random
print 'je gooide ' worp
if worp is regenworm punten is punten + 5 else punten is punten + worp
print 'punten is'",6,% % % % % % is % % % % % % % % % % % % % % % % % % % % % % % is % % % % % % % % % % % % % % print % % % % % % % % % % % % % % if % % % % is % % % % % % % % % % % % % % % is % % % % % % +% else % % % % % % is % % % % % % +% % % % print % % % % % % % % % % 
"l is ask pop die f in de chat voor beetlejuice of een sappige rip voor juicewrld
if l is f repeat 1000 times print 'f' 
if l is rip repeat 1000 times print 'rip' else print 'lmao'",6,% is ask % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % if % is % repeat % % % % % % % % % print % % % if % is % % % repeat % % % % % % % % % print % % % % % else print % % % % % % 
"keuzes is 1, 2, 3, 4, 5, regenworm
punten is 0
worp is keuzes at random
print 'je gooide ' worp
if worp is regenworm punten is punten + 5 else punten is punten + worp
print 'punten is ' punten",6,% % % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % is % % % % % is % % % % % % % % % % % % % % print % % % % % % % % % % % % % % if % % % % is % % % % % % % % % % % % % % % is % % % % % % +% else % % % % % % is % % % % % % +% % % % print % % % % % % % is % % % % % % % 
"l is ask pop die f in de chat voor beetlejuice of een sappige rip voor juicewrld anders zegt dutchtuber job dat je geen geluk in je leven zal vinden
if l is f repeat 1000 times print 'f' 
if l is rip repeat 1000 times print 'rip' else print 'lmao'",6,% is ask % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % if % is % repeat % % % % % % % % % print % % % if % is % % % repeat % % % % % % % % % print % % % % % else print % % % % % % 
"keuzes is 1, 2, 3, 4, 5, regenworm
punten is 0
worp is keuzes at random
print 'je gooide ' worp
if worp is regenworm punten is punten + 5 else punten is punten + worp
print 'punten is ' punten
keuzes is 1, 2, 3, 4, 5, regenworm
worp is keuzes at random
print 'je gooide ' worp
if worp is regenworm punten is punten + 5 else punten is punten + worp",6,% % % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % is % % % % % is % % % % % % % % % % % % % % print % % % % % % % % % % % % % % if % % % % is % % % % % % % % % % % % % % % is % % % % % % +% else % % % % % % is % % % % % % +% % % % print % % % % % % % is % % % % % % % % % % % % % is % % % % % % % % % % % % % % % % % % % % % % % is % % % % % % % % % % % % % % print % % % % % % % % % % % % % % if % % % % is % % % % % % % % % % % % % % % is % % % % % % +% else % % % % % % is % % % % % % +% % % % 
"l is ask pop die f in de chat voor beetlejuice of een sappige rip voor juicewrld anders zegt dutchtuber job dat je geen geluk in je leven zal vinden en voor altijd diaree zal krijgen
if l is f repeat 1000 times print 'f' 
if l is rip repeat 1000 times print 'rip' else print 'lmao'",6,% is ask % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % if % is % repeat % % % % % % % % % print % % % if % is % % % repeat % % % % % % % % % print % % % % % else print % % % % % % 
"keuzes is 1, 2, 3, 4, 5, regenworm
punten is 0
worp is keuzes at random
print 'je gooide ' worp
if worp is regenworm punten is punten + 5 else punten is punten + worp
print 'punten is ' punten
keuzes is 1, 2, 3, 4, 5, regenworm
punten is 0
worp is keuzes at random
print 'je gooide ' worp
if worp is regenworm punten is punten + 5 else punten is punten + worp
print 'punten is ' punten",6,% % % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % is % % % % % is % % % % % % % % % % % % % % print % % % % % % % % % % % % % % if % % % % is % % % % % % % % % % % % % % % is % % % % % % +% else % % % % % % is % % % % % % +% % % % print % % % % % % % is % % % % % % % % % % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % is % % % % % is % % % % % % % % % % % % % % print % % % % % % % % % % % % % % if % % % % is % % % % % % % % % % % % % % % is % % % % % % +% else % % % % % % is % % % % % % +% % % % print % % % % % % % is % % % % % % % 
"keuzes is 1, 2, 3, 4, 5, regenworm
punten is 0
worp is keuzes at random
print 'je gooide ' worp
if worp is regenworm punten is punten + 5 else punten is punten + worp
print 'punten is ' punten
keuzes is 1, 2, 3, 4, 5, regenworm
punten is 0
worp is keuzes at random
print 'je gooide ' worp
if worp is regenworm punten is punten + 5 else punten is punten + worp
print 'punten is ' punten plus punten 0",6,% % % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % is % % % % % is % % % % % % % % % % % % % % print % % % % % % % % % % % % % % if % % % % is % % % % % % % % % % % % % % % is % % % % % % +% else % % % % % % is % % % % % % +% % % % print % % % % % % % is % % % % % % % % % % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % is % % % % % is % % % % % % % % % % % % % % print % % % % % % % % % % % % % % if % % % % is % % % % % % % % % % % % % % % is % % % % % % +% else % % % % % % is % % % % % % +% % % % print % % % % % % % is % % % % % % % % % % % % % % % % % % 
"keuzes is 1, 2, 3, 4, 5, regenworm
punten is 0
worp is keuzes at random
print 'je gooide ' worp
if worp is regenworm punten is punten + 5 else punten is punten + worp
print 'punten is ' punten
keuzes is 1, 2, 3, 4, 5, regenworm
punten is 0
worp is keuzes at random
print 'je gooide ' worp
if worp is regenworm punten is punten + 5 else punten is punten + worp
print 'punten is ' punten + punten 0",6,% % % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % is % % % % % is % % % % % % % % % % % % % % print % % % % % % % % % % % % % % if % % % % is % % % % % % % % % % % % % % % is % % % % % % +% else % % % % % % is % % % % % % +% % % % print % % % % % % % is % % % % % % % % % % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % is % % % % % is % % % % % % % % % % % % % % print % % % % % % % % % % % % % % if % % % % is % % % % % % % % % % % % % % % is % % % % % % +% else % % % % % % is % % % % % % +% % % % print % % % % % % % is % % % % % % % +% % % % % % % 
"keuzes is 1, 2, 3, 4, 5, regenworm
punten is 0
worp is keuzes at random
print 'je gooide ' worp
if worp is regenworm punten is punten + 5 else punten is punten + worp
print 'punten is ' punten
keuzes is 1, 2, 3, 4, 5, regenworm
punten is 0
worp is keuzes at random
print 'je gooide ' worp
if worp is regenworm punten is punten + 5 else punten is punten + worp
print 'punten is ' punten + punten ",6,% % % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % is % % % % % is % % % % % % % % % % % % % % print % % % % % % % % % % % % % % if % % % % is % % % % % % % % % % % % % % % is % % % % % % +% else % % % % % % is % % % % % % +% % % % print % % % % % % % is % % % % % % % % % % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % is % % % % % is % % % % % % % % % % % % % % print % % % % % % % % % % % % % % if % % % % is % % % % % % % % % % % % % % % is % % % % % % +% else % % % % % % is % % % % % % +% % % % print % % % % % % % is % % % % % % % +% % % % % % 
"keuzes is 1, 2, 3, 4, 5, regenworm
punten is 0
worp is keuzes at random
print 'je gooide ' worp
if worp is regenworm punten is punten + 5 else punten is punten + worp
worp is keuzes at random
print 'je gooide ' worp
if worp is regenworm punten is punten + 5 else punten is punten + worp
print 'punten is ' punten ",6,% % % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % is % % % % % is % % % % % % % % % % % % % % print % % % % % % % % % % % % % % if % % % % is % % % % % % % % % % % % % % % is % % % % % % +% else % % % % % % is % % % % % % +% % % % % % % % is % % % % % % % % % % % % % % print % % % % % % % % % % % % % % if % % % % is % % % % % % % % % % % % % % % is % % % % % % +% else % % % % % % is % % % % % % +% % % % print % % % % % % % is % % % % % % % 
print '5 plus 5 is' ,6,print % % % % % % % % % % 
"print '5 plus 5 is' 
print 5 + 5",6,print % % % % % % % % % % print % +% 
"print '5 keer 5 is' 
print 5 * 5",6,print % % % % % % % % % % print % *% 
"print '5 plus 5 is' 
print 1103873 * 1244236",6,print % % % % % % % % % % print % % % % % % % *% % % % % % % 
"print '5 keer 5 is' 
print 17845 * 12",6,print % % % % % % % % % % print % % % % % *% % 
